,latent_dimension,drug,correlation,name,moa,target,indication,phase,Associated Pathways
68574,20,BRD-K64800655-001-07-4::2.5::HTS,0.17442245577234883,PHA-793887,CDK inhibitor,"CDK1, CDK2, CDK4, CDK5, CDK7, CDK9",,Phase 1,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68578,20,BRD-K64874225-001-04-7::1.13::HTS,0.11878911273899541,NSC-4644,"ACAT inhibitor, sterol regulatory element binding protein (SREBP) inhibitor",PYGM,,Phase 2,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68579,20,BRD-K64881305-001-03-7::2.5::HTS,0.10491019259529316,ispinesib,kinesin inhibitor,KIF11,,Phase 2,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68582,20,BRD-K64925568-001-01-8::2.5::HTS,0.10073376692731811,AMG-232,MDM inhibitor,MDM2,,Phase 1/Phase 2,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68594,20,BRD-K65428967-001-08-4::2.5::HTS,0.13018757093716202,cordycepin,DNA inhibitor,,,Phase 1/Phase 2,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68604,20,BRD-K65814004-003-02-9::2.5::HTS,0.13603543746261101,diphenyleneiodonium,nitric oxide synthase inhibitor,"NOS2, NOS3",,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68607,20,BRD-K65877271-001-01-8::2.5::HTS,0.12700505384780164,halobetasol-propionate,glucocorticoid receptor agonist,"NR3C1, PLA2G1B",corticosteroid-responsive dermatoses,Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68617,20,BRD-K66094457-001-01-5::2.5::HTS,-0.14695126084092502,CPP,glutamate receptor antagonist,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",,Phase 2,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68619,20,BRD-K66175015-001-09-0::2.5::HTS,0.22853093201517932,afatinib,EGFR inhibitor,"EGFR, ERBB2, ERBB4",non-small cell lung cancer (NSCLC),Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68621,20,BRD-K66296774-236-11-3::2.63::HTS,-0.17946174896097475,fluvastatin,HMGCR inhibitor,HMGCR,"hypercholesterolemia, congenital heart defects",Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68628,20,BRD-K66538826-001-07-2::2.5::HTS,0.19802670476686263,amuvatinib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor","KIT, MET",,Phase 2,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68636,20,BRD-K66876909-001-12-6::2.5::HTS,0.10761385602776354,linezolid,bacterial 50S ribosomal subunit inhibitor,"MAOA, MAOB","pneumonia, skin infections",Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68656,20,BRD-K67536197-003-11-4::2.5::HTS,0.1009239996828781,cyclocytidine,"DNA synthesis inhibitor, RNA synthesis inhibitor",,,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68659,20,BRD-K67566344-001-07-5::2.5::HTS,0.1100727803528666,ku-0063794,mTOR inhibitor,MTOR,,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68660,20,BRD-K67578145-001-09-7::2.38::HTS,0.12550336600292827,GDC-0879,RAF inhibitor,BRAF,,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68662,20,BRD-K67601717-037-02-4::2.5::HTS,-0.12688785886904685,almotriptan,serotonin receptor agonist,"HTR1B, HTR1D",migraine headache,Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68671,20,BRD-K67868012-001-07-6::2.5::HTS,0.11745076595999443,PI-103,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68677,20,BRD-K68065987-300-09-1::2.5::HTS,0.17518110102197487,MK-2206,AKT inhibitor,"AKT1, AKT2, AKT3",,Phase 2,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68679,20,BRD-K68103045-001-02-9::2.5::HTS,-0.13674027233790448,CGS-20625,"benzodiazepine receptor agonist, GABA benzodiazepine site receptor partial agonist","GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6",,Phase 1,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68682,20,BRD-K68174511-001-06-6::2.5::HTS,0.15066649706027482,torin-2,mTOR inhibitor,MTOR,,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68684,20,BRD-K68188368-001-09-4::2.5::HTS,0.25870250400097017,nifuroxazide,bacterial DNA inhibitor,,"colitis, diarrhea",Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68685,20,BRD-K68202742-001-16-5::2.63::HTS,0.10929814110715091,trichostatin-a,HDAC inhibitor,"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68689,20,BRD-K68264559-045-04-0::2.58::HTS,-0.10497389356162048,brimonidine,adrenergic receptor agonist,"ADRA2A, ADRA2B, ADRA2C","intraocular pressure, glaucoma, ocular hypertension",Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68690,20,BRD-K68336408-001-10-9::2.5::HTS,0.21779958120426057,tyrphostin-AG-1478,EGFR inhibitor,"EGFR, MAPK14",,Preclinical,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
68692,20,BRD-K68346641-001-02-2::2.5::HTS,0.11247769935751277,amsacrine,topoisomerase inhibitor,"KCNH2, TOP2A","acute lymphoblastic leukemia (ALL), acute lymphoblastic leukemia (ALL)",Launched,"['APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178', 'Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154', 'APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409', 'Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084', 'Golgi-to-ER Retrograde Transport R-HSA-8856688', 'Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184']"
